FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3dc,5984800,POINT (16.398306484799207 48.214031273480444),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3db,5984801,POINT (16.327867229486824 48.16563759726387),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3da,5984802,POINT (16.395300140467082 48.22630520756723),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d9,5984803,POINT (16.409680276794354 48.28495685348304),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d8,5984804,POINT (16.358813347636094 48.166131564910145),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d7,5984805,POINT (16.34680856207881 48.212533896985704),Nebelstele,15,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d6,5984806,POINT (16.358287161840142 48.19166914351523),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d5,5984807,POINT (16.311809917172713 48.21189411143423),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d4,5984808,POINT (16.413276880867166 48.21518162932047),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d3,5984809,POINT (16.420972408691945 48.20989293413644),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d2,5984810,POINT (16.37684764924993 48.19479136986607),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d1,5984811,POINT (16.371091912629613 48.20521665411953),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d0,5984812,POINT (16.49802642510904 48.22490306836711),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3cf,5984813,POINT (16.360893182800716 48.2019830902508),Schiff,16,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3ce,5984814,POINT (16.501695500164743 48.226042191753),Nebelstele,15,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3cd,5984815,POINT (16.502539532945903 48.22516556654527),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3cc,5984816,POINT (16.503291822954505 48.22744879181627),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3cb,5984817,POINT (16.342653067197 48.25576432135007),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3ca,5984818,POINT (16.512158601613255 48.228596670011235),Sommerspritzer,9,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c9,5984143,POINT (16.3647658341896 48.21413530409579),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c8,5984144,POINT (16.372952038246247 48.25554990856515),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c7,5984145,POINT (16.49713357508077 48.21181551816028),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c6,5984146,POINT (16.432488179911562 48.24457316798894),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c5,5984147,POINT (16.405380797342353 48.304076311456406),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c4,5984148,POINT (16.276311136512206 48.24007771902156),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c3,5984149,POINT (16.474262472061373 48.205596331534956),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c2,5984150,POINT (16.26888217151767 48.24523942410661),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c1,5984151,POINT (16.358421877715838 48.20927212558538),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c0,5984152,POINT (16.338932309527618 48.211680131941485),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3bf,5984153,POINT (16.415037548026937 48.24356260740102),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3be,5984154,POINT (16.342076566499 48.211965987567964),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3bd,5984155,POINT (16.45055817349506 48.21316971536271),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3bc,5984156,POINT (16.412654757002606 48.22057133672678),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3bb,5984157,POINT (16.341579715970596 48.18971515388841),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3ba,5984158,POINT (16.366690353337873 48.228683584669035),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b9,5984159,POINT (16.476422084706176 48.2059961633991),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b8,5984160,POINT (16.336038407431612 48.1947413125986),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b7,5984161,POINT (16.337252665096297 48.20520491297624),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b6,5984162,POINT (16.253667017462337 48.14507919828297),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b5,5984163,POINT (16.372442918438438 48.210975025936676),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b4,5984164,POINT (16.342440849717747 48.211926687593284),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b3,5984165,POINT (16.465803417569823 48.2107640663551),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b2,5984166,POINT (16.40078113277723 48.21295337613873),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b1,5984167,POINT (16.455652789799363 48.21062054725473),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b0,5984168,POINT (16.473839373426763 48.211376955485036),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3af,5984169,POINT (16.420343160418103 48.21505225507248),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3ae,5984170,POINT (16.33555603247488 48.20407716741104),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3ad,5984171,POINT (16.318394557910054 48.19929722966963),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3ac,5984172,POINT (16.376669721703177 48.211706345369045),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3ab,5984173,POINT (16.405248174867356 48.23679348017964),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3aa,5984174,POINT (16.403988434555416 48.22724513299612),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a9,5984175,POINT (16.409796902142904 48.25613203023563),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a8,5984176,POINT (16.325389392344334 48.19478000144332),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a7,5984177,POINT (16.451858394955252 48.221220466960695),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a6,5984178,POINT (16.492440506109876 48.21740552610597),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a5,5984179,POINT (16.291453591430436 48.23321627119077),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a4,5984180,POINT (16.29887355292374 48.23099321005778),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a3,5984181,POINT (16.440399308475776 48.22710543412598),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a2,5984182,POINT (16.45066021450357 48.19427572994104),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a1,5984183,POINT (16.377593450972523 48.23978993691532),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a0,5984184,POINT (16.366641027876263 48.27816835600742),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-39f,5984185,POINT (16.40460219262116 48.23685549690866),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-39e,5984186,POINT (16.330554131521726 48.21411341874925),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-39d,5984187,POINT (16.337566719875 48.21500966897487),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-39c,5984188,POINT (16.44550044832316 48.2024149096396),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-39b,5984189,POINT (16.442380785341324 48.205896235677535),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-39a,5984190,POINT (16.45837048962466 48.19570027617679),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-399,5984191,POINT (16.39617636090419 48.25576785709215),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-398,5984192,POINT (16.48635884692288 48.2513194180564),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-397,5984193,POINT (16.48527713911437 48.220873376305335),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-396,5984194,POINT (16.46199846912815 48.25998280022229),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-395,5984195,POINT (16.387445458285445 48.21949441330416),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-394,5984196,POINT (16.50443014486383 48.23843099079142),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-393,5984197,POINT (16.456925330817977 48.215854902716046),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-392,5984198,POINT (16.36817134248187 48.21454575673454),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-391,5984199,POINT (16.4300793864582 48.208007894257705),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-390,5984200,POINT (16.248172919887875 48.210013076105795),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-38f,5984201,POINT (16.371075783258572 48.2327559477332),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-38e,5984202,POINT (16.489669569756636 48.22649423332274),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-38d,5984203,POINT (16.32104558660015 48.224378603787336),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-38c,5984204,POINT (16.497447541821884 48.251103433499125),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-38b,5984205,POINT (16.458952887254114 48.216392257242845),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-38a,5984206,POINT (16.457820994798787 48.21829795237386),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-389,5984207,POINT (16.42646284233003 48.221403170837675),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-388,5984208,POINT (16.445733386284985 48.21795802669484),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-387,5984209,POINT (16.342375779514583 48.21084346289978),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-386,5984210,POINT (16.450817345874608 48.25690012487566),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-385,5984211,POINT (16.330460313755133 48.20083014052969),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-384,5984212,POINT (16.378946971125888 48.21264826138578),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-383,5984213,POINT (16.41381158574137 48.17687664750177),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-382,5984214,POINT (16.319146337246817 48.19298410738605),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-381,5984215,POINT (16.322330902708376 48.26308950803217),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-380,5984216,POINT (16.34952748874009 48.19535241254722),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-37f,5984217,POINT (16.390667632855934 48.18956200801703),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-37e,5984218,POINT (16.373936436437926 48.20241255701078),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-37d,5984219,POINT (16.401842729519093 48.1943973177725),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-37c,5984220,POINT (16.311854067151163 48.211261942727084),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-37b,5984221,POINT (16.32533530338467 48.2105224040975),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-37a,5984222,POINT (16.324458512574456 48.23817019937361),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-379,5984223,POINT (16.328857509050493 48.21253020026139),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-378,5984224,POINT (16.33386976471813 48.198516092378554),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-377,5984225,POINT (16.35029455921416 48.18434589800629),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-376,5984226,POINT (16.375716928993086 48.20864383948135),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-375,5984227,POINT (16.334876848177686 48.19382342674079),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-374,5984228,POINT (16.388835526828533 48.22781681466948),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-373,5984229,POINT (16.387561619379316 48.207195397393896),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-372,5984230,POINT (16.323778887549388 48.19550361566744),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-371,5984231,POINT (16.371161256785133 48.22873425409125),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-370,5984232,POINT (16.34204031968809 48.23891005130354),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-36f,5984233,POINT (16.40147580229683 48.186048284823364),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-36e,5984234,POINT (16.32870464999103 48.23156479015523),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-36d,5984235,POINT (16.310245826092054 48.198330880404995),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-36c,5984236,POINT (16.344526065780926 48.14398632606353),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-36b,5984237,POINT (16.385030755724344 48.198291316665504),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-36a,5984238,POINT (16.393890052427334 48.19973500998221),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-369,5984239,POINT (16.397368215096773 48.25708067101705),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-368,5984240,POINT (16.458391357165613 48.213025135421105),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-367,5984241,POINT (16.332859096378392 48.20950165404715),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-366,5984242,POINT (16.383971886656195 48.2061240341464),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-365,5984243,POINT (16.418824979521354 48.2532494338218),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-364,5984244,POINT (16.312373333130562 48.212625908121815),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-363,5984245,POINT (16.373604648594558 48.20971085439788),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-362,5984246,POINT (16.510448382133298 48.207203928421876),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-361,5984247,POINT (16.310016342482744 48.2018041229907),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-360,5984248,POINT (16.359366026366345 48.218516568399636),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-35f,5984249,POINT (16.32347285257757 48.18871342134565),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-35e,5984250,POINT (16.329623236677072 48.18475385376158),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-35d,5984251,POINT (16.359554987263234 48.218539733422475),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-35c,5984252,POINT (16.332268458236406 48.19952416881114),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-35b,5984253,POINT (16.340838242423846 48.21749971705444),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-35a,5984254,POINT (16.3299813541422 48.19743055644107),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-359,5984255,POINT (16.386990831697148 48.18973681348049),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-358,5984256,POINT (16.475609223728934 48.19453430690897),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-357,5984257,POINT (16.439755999056473 48.237831356961564),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-356,5984258,POINT (16.31526902909133 48.19477411365487),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-355,5984259,POINT (16.394296617639245 48.22035898730595),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-354,5984260,POINT (16.46609566678632 48.158002161813755),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-353,5984261,POINT (16.423097151735732 48.31700939825892),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-352,5984262,POINT (16.3560596136526 48.203315370179695),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-351,5984263,POINT (16.32999100079439 48.19126936885961),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-350,5984264,POINT (16.431481175640954 48.249016360698775),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-34f,5984265,POINT (16.329823001976983 48.22975520694257),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-34e,5984266,POINT (16.373371150338897 48.19445737043932),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-34d,5984267,POINT (16.31975321691653 48.202540699018236),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-34c,5984268,POINT (16.34341602932763 48.2167078954093),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-34b,5984269,POINT (16.36962815628203 48.2290243581506),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-34a,5984270,POINT (16.3267575040326 48.17071144137964),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-349,5984271,POINT (16.316785779090978 48.254426776649034),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-348,5984272,POINT (16.385502248453626 48.2055771603162),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-347,5984273,POINT (16.331443272373974 48.222997716714715),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-346,5984274,POINT (16.36576525126966 48.20820315297685),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-345,5984275,POINT (16.461614298713627 48.192188444774764),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-344,5984276,POINT (16.32846415162334 48.15682306856325),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-343,5984277,POINT (16.341462688882746 48.19237899418348),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-342,5984278,POINT (16.459622459402187 48.20871428326832),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-341,5984279,POINT (16.362360128294156 48.18305957621259),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-340,5984280,POINT (16.387792745708065 48.20557376798911),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-33f,5984281,POINT (16.35242103281979 48.182885505985126),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-33e,5984282,POINT (16.459285347145574 48.22569914317253),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-33d,5984283,POINT (16.31204220006062 48.218515851248256),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-33c,5984284,POINT (16.463429610729797 48.1634925948402),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-33b,5984285,POINT (16.330418063071047 48.20841810061537),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-33a,5984286,POINT (16.286901310282538 48.235501713218554),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-339,5984287,POINT (16.386827026685975 48.14964268218215),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-338,5984288,POINT (16.348579936898055 48.19211248753312),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-337,5984289,POINT (16.37603914541454 48.211567096508055),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-336,5984290,POINT (16.335571852856756 48.2090853132518),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-335,5984291,POINT (16.29891924984193 48.185415512306996),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-334,5984292,POINT (16.370763327388158 48.2280190663313),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-333,5984293,POINT (16.504998661470754 48.23387211064603),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-332,5984294,POINT (16.402290817303534 48.3086593603563),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-331,5984295,POINT (16.398035317420206 48.25807384745475),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-330,5984296,POINT (16.392851955983645 48.2191546640674),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-32f,5984297,POINT (16.418675263689398 48.300018047062004),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-32e,5984298,POINT (16.29948257238846 48.19250264270882),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-32d,5984299,POINT (16.32378858151162 48.19879741599025),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-32c,5984300,POINT (16.476990205197264 48.21755893888099),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-32b,5984301,POINT (16.413650406487967 48.17575326296918),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-32a,5984302,POINT (16.46227424332928 48.262273287017905),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-329,5984303,POINT (16.365413592563275 48.198631635917245),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-328,5984304,POINT (16.311343530638137 48.2103845716422),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-327,5984305,POINT (16.307801991295594 48.189506620111906),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-326,5984306,POINT (16.289612654363207 48.1727736233374),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-325,5984307,POINT (16.315980275788107 48.214146098984195),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-324,5984308,POINT (16.408522937727973 48.25251723407059),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-323,5984309,POINT (16.406271966125907 48.25341407713509),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-322,5984310,POINT (16.324844100152287 48.23322790262874),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-321,5984311,POINT (16.39116362728459 48.178747861837905),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-320,5984312,POINT (16.409709111055115 48.19676808981598),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-31f,5984313,POINT (16.39917220643435 48.19439980243545),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-31e,5984314,POINT (16.32977063447994 48.18066438204945),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-31d,5984315,POINT (16.434175658814954 48.24331076846786),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-31c,5984316,POINT (16.32967123457983 48.20249603724702),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-31b,5984317,POINT (16.330045012367773 48.17797862655185),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-31a,5984318,POINT (16.354188326935684 48.22610541888557),Trinkhydrant,10,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-319,5984319,POINT (16.32317480365391 48.1817703875677),Trinkhydrant,10,
